desc,result
"Gender: Female
Age: 30
Departure City: Irkutsk
Destination City: Surgut
Class: First
Price: 58857
Refundable: No
Passenger Type: Regular
Flight Frequency: 7
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: In a group
Time Before Flight: 56
Flight Duration: 19
Weather at Departure: Clear
Transfer: No
Day of the Week: Wednesday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 41
Departure City: Astrakhan
Destination City: Norilsk
Class: First
Price: 50963
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 0
Baggage Availability: Yes
Purchase Method: Online
Booking Group: In a group
Time Before Flight: 47
Flight Duration: 16
Weather at Departure: Snowfall
Transfer: Yes
Delay Between Flights: No
Day of the Week: Saturday
Public Holiday: No
Social Status: Working",False
"Gender: Female
Age: 63
Departure City: Barnaul
Destination City: Salekhard
Class: Economy
Price: 56035
Refundable: No
Passenger Type: Regular
Flight Frequency: 9
Baggage Availability: Yes
Purchase Method: At the airport
Booking Group: Alone
Time Before Flight: 42
Flight Duration: 15
Weather at Departure: Clear
Transfer: No
Day of the Week: Monday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 80
Departure City: Petropavlovsk-Kamchatsky
Destination City: Rostov-on-Don
Class: Economy
Price: 12017
Refundable: No
Passenger Type: Regular
Flight Frequency: 7
Baggage Availability: Yes
Purchase Method: Online
Booking Group: With family
Time Before Flight: 29
Flight Duration: 24
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Friday
Public Holiday: No
Social Status: Student",True
"Gender: Female
Age: 49
Departure City: Ufa
Destination City: Krasnodar
Class: First
Price: 12981
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 3
Baggage Availability: Yes
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 53
Flight Duration: 11
Weather at Departure: Snowfall
Transfer: Yes
Delay Between Flights: No
Day of the Week: Wednesday
Public Holiday: Yes
Social Status: Retired",True
"Gender: Male
Age: 68
Departure City: Yekaterinburg
Destination City: Norilsk
Class: Economy
Price: 18876
Refundable: No
Passenger Type: Regular
Flight Frequency: 7
Baggage Availability: Yes
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 88
Flight Duration: 4
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Tuesday
Public Holiday: Yes
Social Status: Working",False
"Gender: Female
Age: 52
Departure City: Grozny
Destination City: Sochi
Class: Economy
Price: 11790
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 0
Baggage Availability: Yes
Purchase Method: At the airport
Booking Group: With family
Time Before Flight: 35
Flight Duration: 5
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Wednesday
Public Holiday: No
Social Status: Retired",True
"Gender: Male
Age: 77
Departure City: Saint Petersburg
Destination City: Volgograd
Class: Economy
Price: 31694
Refundable: No
Passenger Type: Regular
Flight Frequency: 9
Baggage Availability: Yes
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 53
Flight Duration: 15
Weather at Departure: Clear
Transfer: No
Day of the Week: Monday
Public Holiday: Yes
Social Status: Retired",False
"Gender: Male
Age: 38
Departure City: Mirny
Destination City: Tyumen
Class: First
Price: 40827
Refundable: Yes
Passenger Type: Business
Flight Frequency: 4
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: In a group
Time Before Flight: 25
Flight Duration: 1
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: No
Day of the Week: Monday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 60
Departure City: Saint Petersburg
Destination City: Yakutsk
Class: Economy
Price: 76382
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 1
Baggage Availability: No
Purchase Method: Online
Booking Group: In a group
Time Before Flight: 87
Flight Duration: 10
Weather at Departure: Rain
Transfer: No
Day of the Week: Friday
Public Holiday: Yes
Social Status: Retired",True
"Gender: Female
Age: 25
Departure City: Yekaterinburg
Destination City: Omsk
Class: Economy
Price: 72592
Refundable: No
Passenger Type: Regular
Flight Frequency: 6
Baggage Availability: No
Purchase Method: At the airport
Booking Group: With family
Time Before Flight: 15
Flight Duration: 3
Weather at Departure: Rain
Transfer: No
Day of the Week: Thursday
Public Holiday: No
Social Status: Working",True
"Gender: Male
Age: 35
Departure City: Norilsk
Destination City: Nadym
Class: Economy
Price: 32431
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 0
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: In a group
Time Before Flight: 76
Flight Duration: 22
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Thursday
Public Holiday: Yes
Social Status: Retired",True
"Gender: Female
Age: 24
Departure City: Omsk
Destination City: Surgut
Class: Business
Price: 26486
Refundable: Yes
Passenger Type: Business
Flight Frequency: 4
Baggage Availability: No
Purchase Method: At the airport
Booking Group: With family
Time Before Flight: 78
Flight Duration: 8
Weather at Departure: Snowfall
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Friday
Public Holiday: Yes
Social Status: Student",True
"Gender: Female
Age: 50
Departure City: Krasnoyarsk
Destination City: Surgut
Class: Economy
Price: 45555
Refundable: No
Passenger Type: Regular
Flight Frequency: 8
Baggage Availability: Yes
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 95
Flight Duration: 11
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Monday
Public Holiday: Yes
Social Status: Working",False
"Gender: Female
Age: 56
Departure City: Kazan
Destination City: Moscow
Class: Business
Price: 57009
Refundable: No
Passenger Type: Business
Flight Frequency: 6
Baggage Availability: No
Purchase Method: At the airport
Booking Group: Alone
Time Before Flight: 60
Flight Duration: 7
Weather at Departure: Rain
Transfer: No
Day of the Week: Monday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 46
Departure City: Tyumen
Destination City: Ulan-Ude
Class: Business
Price: 49874
Refundable: No
Passenger Type: Regular
Flight Frequency: 10
Baggage Availability: No
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 46
Flight Duration: 1
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Monday
Public Holiday: No
Social Status: Student",True
"Gender: Male
Age: 56
Departure City: Rostov-on-Don
Destination City: Yakutsk
Class: Business
Price: 47231
Refundable: Yes
Passenger Type: Business
Flight Frequency: 9
Baggage Availability: No
Purchase Method: Online
Booking Group: With family
Time Before Flight: 43
Flight Duration: 15
Weather at Departure: Rain
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Friday
Public Holiday: No
Social Status: Working",False
"Gender: Female
Age: 23
Departure City: Salekhard
Destination City: Nadym
Class: First
Price: 69753
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 10
Baggage Availability: Yes
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 37
Flight Duration: 14
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Sunday
Public Holiday: Yes
Social Status: Student",True
"Gender: Female
Age: 56
Departure City: Kazan
Destination City: Volgograd
Class: Business
Price: 74127
Refundable: No
Passenger Type: Business
Flight Frequency: 3
Baggage Availability: No
Purchase Method: Online
Booking Group: With family
Time Before Flight: 4
Flight Duration: 17
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: No
Day of the Week: Tuesday
Public Holiday: No
Social Status: Working",False
"Gender: Female
Age: 28
Departure City: Norilsk
Destination City: Omsk
Class: Business
Price: 79747
Refundable: No
Passenger Type: Business
Flight Frequency: 9
Baggage Availability: Yes
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 9
Flight Duration: 12
Weather at Departure: Clear
Transfer: No
Day of the Week: Monday
Public Holiday: No
Social Status: Working",False
"Gender: Female
Age: 61
Departure City: Moscow
Destination City: Barnaul
Class: Business
Price: 30425
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 9
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: With family
Time Before Flight: 38
Flight Duration: 14
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Thursday
Public Holiday: No
Social Status: Retired",False
"Gender: Male
Age: 42
Departure City: Mirny
Destination City: Samara
Class: Economy
Price: 64254
Refundable: Yes
Passenger Type: Business
Flight Frequency: 2
Baggage Availability: No
Purchase Method: At the airport
Booking Group: Alone
Time Before Flight: 31
Flight Duration: 20
Weather at Departure: Snowfall
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Monday
Public Holiday: Yes
Social Status: Student",True
"Gender: Male
Age: 59
Departure City: Krasnodar
Destination City: Sochi
Class: First
Price: 63932
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 10
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: With family
Time Before Flight: 8
Flight Duration: 14
Weather at Departure: Clear
Transfer: No
Day of the Week: Thursday
Public Holiday: Yes
Social Status: Working",False
"Gender: Female
Age: 75
Departure City: Abakan
Destination City: Samara
Class: Economy
Price: 46175
Refundable: No
Passenger Type: Regular
Flight Frequency: 1
Baggage Availability: No
Purchase Method: Online
Booking Group: With family
Time Before Flight: 7
Flight Duration: 20
Weather at Departure: Rain
Transfer: No
Day of the Week: Wednesday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 40
Departure City: Grozny
Destination City: Samara
Class: Economy
Price: 76609
Refundable: No
Passenger Type: Business
Flight Frequency: 5
Baggage Availability: No
Purchase Method: At the airport
Booking Group: Alone
Time Before Flight: 25
Flight Duration: 14
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: No
Day of the Week: Saturday
Public Holiday: Yes
Social Status: Working",True
"Gender: Female
Age: 56
Departure City: Surgut
Destination City: Astrakhan
Class: Business
Price: 74017
Refundable: No
Passenger Type: Regular
Flight Frequency: 4
Baggage Availability: No
Purchase Method: Online
Booking Group: In a group
Time Before Flight: 39
Flight Duration: 22
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Sunday
Public Holiday: Yes
Social Status: Working",False
"Gender: Female
Age: 36
Departure City: Bryansk
Destination City: Yakutsk
Class: First
Price: 71484
Refundable: No
Passenger Type: Business
Flight Frequency: 6
Baggage Availability: No
Purchase Method: Online
Booking Group: In a group
Time Before Flight: 69
Flight Duration: 17
Weather at Departure: Clear
Transfer: No
Day of the Week: Monday
Public Holiday: No
Social Status: Working",False
"Gender: Female
Age: 33
Departure City: Chelyabinsk
Destination City: Krasnodar
Class: Economy
Price: 70195
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 7
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: Alone
Time Before Flight: 19
Flight Duration: 5
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Friday
Public Holiday: Yes
Social Status: Student",True
"Gender: Female
Age: 40
Departure City: Novosibirsk
Destination City: Rostov-on-Don
Class: First
Price: 24383
Refundable: No
Passenger Type: Business
Flight Frequency: 3
Baggage Availability: No
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 23
Flight Duration: 22
Weather at Departure: Rain
Transfer: Yes
Delay Between Flights: No
Day of the Week: Monday
Public Holiday: No
Social Status: Student",False
"Gender: Female
Age: 40
Departure City: Petropavlovsk-Kamchatsky
Destination City: Novy Urengoy
Class: Economy
Price: 63008
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 4
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: With family
Time Before Flight: 38
Flight Duration: 10
Weather at Departure: Clear
Transfer: No
Day of the Week: Monday
Public Holiday: Yes
Social Status: Retired",True
"Gender: Female
Age: 45
Departure City: Chelyabinsk
Destination City: Kazan
Class: First
Price: 35297
Refundable: No
Passenger Type: Business
Flight Frequency: 10
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: In a group
Time Before Flight: 44
Flight Duration: 19
Weather at Departure: Snowfall
Transfer: Yes
Delay Between Flights: No
Day of the Week: Friday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 80
Departure City: Norilsk
Destination City: Perm
Class: Business
Price: 45978
Refundable: Yes
Passenger Type: Business
Flight Frequency: 8
Baggage Availability: No
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 42
Flight Duration: 24
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: No
Day of the Week: Tuesday
Public Holiday: No
Social Status: Retired",False
"Gender: Male
Age: 18
Departure City: Voronezh
Destination City: Moscow
Class: First
Price: 71140
Refundable: No
Passenger Type: Business
Flight Frequency: 10
Baggage Availability: Yes
Purchase Method: At the airport
Booking Group: With family
Time Before Flight: 64
Flight Duration: 7
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Monday
Public Holiday: Yes
Social Status: Working",False
"Gender: Male
Age: 26
Departure City: Sochi
Destination City: Nizhny Novgorod
Class: Economy
Price: 60462
Refundable: No
Passenger Type: Regular
Flight Frequency: 6
Baggage Availability: No
Purchase Method: At the airport
Booking Group: With family
Time Before Flight: 96
Flight Duration: 21
Weather at Departure: Rain
Transfer: No
Day of the Week: Thursday
Public Holiday: Yes
Social Status: Working",True
"Gender: Female
Age: 23
Departure City: Mirny
Destination City: Vladikavkaz
Class: Economy
Price: 63700
Refundable: No
Passenger Type: Regular
Flight Frequency: 1
Baggage Availability: No
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 27
Flight Duration: 22
Weather at Departure: Clear
Transfer: No
Day of the Week: Thursday
Public Holiday: No
Social Status: Retired",False
"Gender: Male
Age: 44
Departure City: Saint Petersburg
Destination City: Norilsk
Class: Business
Price: 21168
Refundable: No
Passenger Type: Business
Flight Frequency: 9
Baggage Availability: No
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 78
Flight Duration: 12
Weather at Departure: Snowfall
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Friday
Public Holiday: Yes
Social Status: Working",False
"Gender: Male
Age: 44
Departure City: Chelyabinsk
Destination City: Yekaterinburg
Class: Business
Price: 46255
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 4
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: With family
Time Before Flight: 70
Flight Duration: 10
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: No
Day of the Week: Thursday
Public Holiday: No
Social Status: Student",True
"Gender: Female
Age: 67
Departure City: Sochi
Destination City: Magadan
Class: Economy
Price: 12681
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 5
Baggage Availability: No
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 39
Flight Duration: 6
Weather at Departure: Clear
Transfer: No
Day of the Week: Thursday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 19
Departure City: Rostov-on-Don
Destination City: Omsk
Class: Business
Price: 45527
Refundable: Yes
Passenger Type: Business
Flight Frequency: 9
Baggage Availability: No
Purchase Method: Online
Booking Group: In a group
Time Before Flight: 56
Flight Duration: 17
Weather at Departure: Rain
Transfer: Yes
Delay Between Flights: No
Day of the Week: Saturday
Public Holiday: Yes
Social Status: Working",True
"Gender: Female
Age: 72
Departure City: Khabarovsk
Destination City: Rostov-on-Don
Class: First
Price: 44534
Refundable: No
Passenger Type: Business
Flight Frequency: 9
Baggage Availability: No
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 1
Flight Duration: 20
Weather at Departure: Snowfall
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Friday
Public Holiday: No
Social Status: Retired",False
"Gender: Male
Age: 21
Departure City: Grozny
Destination City: Sochi
Class: First
Price: 13694
Refundable: Yes
Passenger Type: Business
Flight Frequency: 10
Baggage Availability: No
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 89
Flight Duration: 18
Weather at Departure: Rain
Transfer: No
Day of the Week: Saturday
Public Holiday: No
Social Status: Student",True
"Gender: Male
Age: 18
Departure City: Tyumen
Destination City: Grozny
Class: Business
Price: 20326
Refundable: No
Passenger Type: Business
Flight Frequency: 9
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: Alone
Time Before Flight: 53
Flight Duration: 21
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Monday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 79
Departure City: Ufa
Destination City: Khabarovsk
Class: First
Price: 18169
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 0
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: In a group
Time Before Flight: 36
Flight Duration: 20
Weather at Departure: Rain
Transfer: No
Day of the Week: Thursday
Public Holiday: Yes
Social Status: Retired",False
"Gender: Female
Age: 66
Departure City: Salekhard
Destination City: Irkutsk
Class: Economy
Price: 50979
Refundable: No
Passenger Type: Business
Flight Frequency: 6
Baggage Availability: No
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 78
Flight Duration: 14
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: No
Day of the Week: Thursday
Public Holiday: No
Social Status: Working",False
"Gender: Male
Age: 26
Departure City: Mirny
Destination City: Perm
Class: Business
Price: 34559
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 2
Baggage Availability: No
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 56
Flight Duration: 9
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Thursday
Public Holiday: Yes
Social Status: Retired",True
"Gender: Female
Age: 28
Departure City: Irkutsk
Destination City: Yakutsk
Class: Economy
Price: 26822
Refundable: Yes
Passenger Type: Business
Flight Frequency: 9
Baggage Availability: Yes
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 18
Flight Duration: 11
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: No
Day of the Week: Friday
Public Holiday: No
Social Status: Student",False
"Gender: Male
Age: 58
Departure City: Magadan
Destination City: Novy Urengoy
Class: Economy
Price: 69712
Refundable: No
Passenger Type: Regular
Flight Frequency: 0
Baggage Availability: Yes
Purchase Method: At the airport
Booking Group: With family
Time Before Flight: 97
Flight Duration: 18
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Saturday
Public Holiday: Yes
Social Status: Working",True
"Gender: Male
Age: 55
Departure City: Sochi
Destination City: Krasnodar
Class: Economy
Price: 10586
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 0
Baggage Availability: No
Purchase Method: Online
Booking Group: Alone
Time Before Flight: 40
Flight Duration: 8
Weather at Departure: Rain
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Sunday
Public Holiday: No
Social Status: Working",True
"Gender: Male
Age: 68
Departure City: Nadym
Destination City: Krasnoyarsk
Class: First
Price: 36083
Refundable: No
Passenger Type: Regular
Flight Frequency: 7
Baggage Availability: Yes
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 33
Flight Duration: 9
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Sunday
Public Holiday: Yes
Social Status: Retired",False
"Gender: Female
Age: 23
Departure City: Nadym
Destination City: Volgograd
Class: Economy
Price: 59503
Refundable: Yes
Passenger Type: Business
Flight Frequency: 8
Baggage Availability: Yes
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 55
Flight Duration: 22
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Friday
Public Holiday: Yes
Social Status: Working",True
"Gender: Female
Age: 52
Departure City: Norilsk
Destination City: Chelyabinsk
Class: Economy
Price: 47455
Refundable: Yes
Passenger Type: Business
Flight Frequency: 3
Baggage Availability: Yes
Purchase Method: Travel agency
Booking Group: With family
Time Before Flight: 2
Flight Duration: 15
Weather at Departure: Rain
Transfer: Yes
Delay Between Flights: No
Day of the Week: Sunday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 46
Departure City: Omsk
Destination City: Irkutsk
Class: Business
Price: 51537
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 6
Baggage Availability: Yes
Purchase Method: Travel agency
Booking Group: In a group
Time Before Flight: 18
Flight Duration: 18
Weather at Departure: Clear
Transfer: No
Day of the Week: Thursday
Public Holiday: Yes
Social Status: Student",False
"Gender: Female
Age: 59
Departure City: Voronezh
Destination City: Kazan
Class: First
Price: 50121
Refundable: No
Passenger Type: Business
Flight Frequency: 9
Baggage Availability: No
Purchase Method: Online
Booking Group: With family
Time Before Flight: 2
Flight Duration: 18
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Friday
Public Holiday: Yes
Social Status: Student",False
"Gender: Female
Age: 49
Departure City: Khabarovsk
Destination City: Mirny
Class: First
Price: 16424
Refundable: Yes
Passenger Type: Regular
Flight Frequency: 5
Baggage Availability: No
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 60
Flight Duration: 21
Weather at Departure: Snowfall
Transfer: Yes
Delay Between Flights: No
Day of the Week: Monday
Public Holiday: Yes
Social Status: Student",True
"Gender: Male
Age: 68
Departure City: Abakan
Destination City: Novy Urengoy
Class: First
Price: 51488
Refundable: No
Passenger Type: Regular
Flight Frequency: 2
Baggage Availability: No
Purchase Method: At the airport
Booking Group: In a group
Time Before Flight: 36
Flight Duration: 7
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Friday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 59
Departure City: Magadan
Destination City: Sochi
Class: Business
Price: 41795
Refundable: No
Passenger Type: Regular
Flight Frequency: 10
Baggage Availability: No
Purchase Method: Online
Booking Group: With family
Time Before Flight: 65
Flight Duration: 7
Weather at Departure: Clear
Transfer: Yes
Delay Between Flights: No
Day of the Week: Sunday
Public Holiday: No
Social Status: Retired",False
"Gender: Male
Age: 29
Departure City: Norilsk
Destination City: Perm
Class: First
Price: 66438
Refundable: Yes
Passenger Type: Business
Flight Frequency: 10
Baggage Availability: No
Purchase Method: Travel agency
Booking Group: Alone
Time Before Flight: 55
Flight Duration: 0
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Sunday
Public Holiday: Yes
Social Status: Student",True
"Gender: Female
Age: 23
Departure City: Perm
Destination City: Tyumen
Class: First
Price: 28677
Refundable: No
Passenger Type: Regular
Flight Frequency: 5
Baggage Availability: Yes
Purchase Method: Travel agency
Booking Group: In a group
Time Before Flight: 31
Flight Duration: 12
Weather at Departure: Rain
Transfer: No
Day of the Week: Tuesday
Public Holiday: Yes
Social Status: Student",False
"Gender: Male
Age: 73
Departure City: Magadan
Destination City: Tyumen
Class: Business
Price: 72438
Refundable: No
Passenger Type: Business
Flight Frequency: 9
Baggage Availability: No
Purchase Method: At the airport
Booking Group: Alone
Time Before Flight: 44
Flight Duration: 0
Weather at Departure: Snowfall
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Wednesday
Public Holiday: No
Social Status: Retired",True
"Gender: Female
Age: 64
Departure City: Nadym
Destination City: Novosibirsk
Class: First
Price: 46806
Refundable: Yes
Passenger Type: Business
Flight Frequency: 3
Baggage Availability: Yes
Purchase Method: Travel agency
Booking Group: With family
Time Before Flight: 64
Flight Duration: 1
Weather at Departure: Rain
Transfer: Yes
Delay Between Flights: No
Day of the Week: Monday
Public Holiday: Yes
Social Status: Retired",False
"Gender: Male
Age: 26
Departure City: Nadym
Destination City: Novy Urengoy
Class: Business
Price: 40904
Refundable: Yes
Passenger Type: Business
Flight Frequency: 6
Baggage Availability: Yes
Purchase Method: Travel agency
Booking Group: In a group
Time Before Flight: 28
Flight Duration: 0
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Monday
Public Holiday: No
Social Status: Working",False
"Gender: Male
Age: 33
Departure City: Ufa
Destination City: Ulan-Ude
Class: First
Price: 47432
Refundable: Yes
Passenger Type: Business
Flight Frequency: 8
Baggage Availability: Yes
Purchase Method: At the airport
Booking Group: Alone
Time Before Flight: 65
Flight Duration: 13
Weather at Departure: Rain
Transfer: Yes
Delay Between Flights: Yes
Day of the Week: Friday
Public Holiday: No
Social Status: Retired",False
"Gender: Female
Age: 76
Departure City: Petropavlovsk-Kamchatsky
Destination City: Nizhny Novgorod
Class: First
Price: 47536
Refundable: No
Passenger Type: Business
Flight Frequency: 7
Baggage Availability: Yes
Purchase Method: Travel agency
Booking Group: Alone
Time Before Flight: 85
Flight Duration: 7
Weather at Departure: Snowfall
Transfer: No
Day of the Week: Friday
Public Holiday: No
Social Status: Student",False
